MAX_LEN,MAX_THRESHOLD,MIN_LEN,MIN_THRESHOLD,N_ASSEMBLIES,SPECIES
3236984,3560682.4000000004,3236984,2913285.6,1,'Deinococcus soli'
5354700,5854700.0,5354700,4854700.0,1,'Nostoc azollae'
3683903,4052293.3000000003,3683903,3315512.7,1,Acetobacter aceti
2664884,2931372.4000000004,2664884,2398395.6,1,Acetobacter ghanensis
2818679,3100546.9000000004,2806148,2525533.2,2,Acetobacter pasteurianus
3889881,4278869.100000001,3889881,3500892.9,1,Acetobacter senegalensis
2799488,3079436.8000000003,2799488,2519539.2,1,Acetobacter sp.
4044777,4449254.7,4044777,3640299.3000000003,1,Acetobacterium woodii
2469596,2716555.6,2469596,2222636.4,1,Acetohalobium arabaticum
2103414,2313755.4000000004,2103414,1893072.6,1,Acetomicrobium hydrogeniformans
2160700,2376770.0,2160700,1944630.0,1,Acetomicrobium mobile
1877792,2065571.2000000002,1877792,1690012.8,1,Acholeplasma brassicae
1496992,1646691.2000000002,1496992,1347292.8,1,Acholeplasma laidlawii
1587120,1745832.0000000002,1587120,1428408.0,1,Acholeplasma oculi
1554229,1709651.9000000001,1554229,1398806.1,1,Acholeplasma palmae
6226215,6726215.0,6226215,5726215.0,1,Achromobacter denitrificans
7013095,7513095.0,5876049,5376049.0,10,Achromobacter xylosoxidans
2329769,2562745.9000000004,2329769,2096792.1,1,Acidaminococcus fermentans
2487765,2736541.5,2487765,2238988.5,1,Acidaminococcus intestini
2287856,2516641.6,2287856,2059070.4000000001,1,Acidaminococcus sp.
2158157,2373972.7,2158157,1942341.3,1,Acidimicrobium ferrooxidans
3656170,4021787.0000000005,3656170,3290553.0,1,Acidipropionibacterium acidipropionici
2932225,3225447.5000000005,2777717,2499945.3000000003,2,Acidithiobacillus caldus
3207552,3528307.2,3207552,2886796.8000000003,1,Acidithiobacillus ferrivorans
2982397,3280636.7,2885038,2596534.2,2,Acidithiobacillus ferrooxidans
7480314,7980314.0,4996384,4496745.600000001,3,Acidobacteria bacterium
6690628,7190628.0,6690628,6190628.0,1,Acidobacteriaceae bacterium
4127356,4540091.600000001,4127356,3714620.4,1,Acidobacterium capsulatum
3686523,4055175.3000000003,3686523,3317870.7,1,Acidobacterium sp.
2443540,2687894.0,2443540,2199186.0,1,Acidothermus cellulolyticus
5482170,5982170.0,5482170,4982170.0,1,Acidovorax avenae
5352772,5852772.0,5352772,4852772.0,1,Acidovorax citrulli
3796573,4176230.3000000003,3796573,3416915.7,1,Acidovorax ebreus
5196935,5696935.0,4448856,4003970.4,2,Acidovorax sp.
3964875,4361362.5,3964875,3568387.5,1,Acinetobacter baumanii
4138388,4552226.800000001,3760981,3384882.9,53,Acinetobacter baumannii
3862530,4248783.0,3555055,3199549.5,3,Acinetobacter calcoaceticus
2633214,2896535.4000000004,2633214,2369892.6,1,Acinetobacter harbinensis
3184320,3502752.0000000005,3184320,2865888.0,1,Acinetobacter lwoffii
3906876,4297563.600000001,3858956,3473060.4,2,Acinetobacter nosocomialis
4152543,4567797.300000001,4152543,3737288.7,1,Acinetobacter oleivorans
4033345,4436679.5,3560970,3204873.0,5,Acinetobacter pittii
3085248,3393772.8000000003,3085248,2776723.2,1,Acinetobacter radioresistens
3331050,3664155.0000000005,3331050,2997945.0,1,Acinetobacter soli
3978758,4376633.800000001,3383728,3045355.2,7,Acinetobacter sp.
3358062,3693868.2,3358062,3022255.8000000003,1,Acinetobacter venetianus
2431533,2674686.3000000003,2431533,2188379.7,1,Actinobacillus equuli
2337633,2571396.3000000003,2242062,2017855.8,4,Actinobacillus pleuropneumoniae
2319663,2551629.3000000003,2319663,2087696.7,1,Actinobacillus succinogenes
2501598,2751757.8000000003,2484940,2236446.0,2,Actinobacillus suis
2461858,2708043.8000000003,2461858,2215672.2,1,Actinobacteria bacterium
2049088,2253996.8000000003,2049088,1844179.2,1,Actinomyces meyeri
2391230,2630353.0,2391230,2152107.0,1,Actinomyces odontolyticus
3042917,3347208.7,3042917,2738625.3000000003,1,Actinomyces oris
3051613,3356774.3000000003,3051613,2746451.7,1,Actinomyces radicidentis
3836419,4220060.9,2362486,2126237.4,2,Actinomyces sp.
9376071,9876071.0,9376071,8876071.0,1,Actinoplanes friuliensis
8773466,9273466.0,8773466,8273466.0,1,Actinoplanes missouriensis
9239851,9739851.0,9228054,8728054.0,2,Actinoplanes sp.
5258501,5758501.0,5258501,4758501.0,1,Actinopolyspora halophila
4233350,4656685.0,4233350,3810015.0,1,Actinopolyspora mortivallis
9918887,10418887.0,9918887,9418887.0,1,Actinospica robiniae
8248144,8748144.0,8248144,7748144.0,1,Actinosynnema mirum
2159306,2375236.6,2159306,1943375.4000000001,1,Actinotignum schaalii
4833585,5316943.5,4833585,4350226.5,1,Adhaeribacter aquaticus
2862526,3148778.6,2862526,2576273.4,1,Adlercreutzia equolifaciens
4365995,4802594.5,4365995,3929395.5,1,Advenella kashmirensis
4740516,5214567.600000001,4740516,4266464.4,1,Advenella mimigardefordensis
3520671,3872738.1,3520671,3168603.9,1,Aequorivita sublithincola
1634920,1798412.0000000002,1634920,1471428.0,1,Aerococcus christensenii
2033849,2237233.9000000004,2033849,1830464.1,1,Aerococcus sanguinicola
2080974,2289071.4000000004,1974262,1776835.8,2,Aerococcus urinae
2054328,2259760.8000000003,2013339,1812005.1,2,Aerococcus urinaeequi
1831400,2014540.0000000002,1831400,1648260.0,1,Aerococcus urinaehominis
2199877,2419864.7,2199877,1979889.3,1,Aerococcus viridans
3629239,3992162.9000000004,3629239,3266315.1,1,Aeromicrobium erythreum
3079840,3387824.0000000005,3079840,2771856.0,1,Aeromicrobium marinum
3919167,4311083.7,3874254,3486828.6,2,Aeromicrobium sp.
4555013,5010514.300000001,4517515,4065763.5,2,Aeromonas caviae
5127362,5627362.0,4744448,4270003.2,14,Aeromonas hydrophila
4777154,5254869.4,4777154,4299438.600000001,1,Aeromonas media
4702402,5172642.2,4702402,4232161.8,1,Aeromonas salmonicida
4400034,4840037.4,4400034,3960030.6,1,Aeromonas schubertii
4756751,5232426.100000001,4551783,4096604.7,4,Aeromonas veronii
4399548,4839502.800000001,4399548,3959593.2,1,Afipia clevelandensis
4416600,4858260.0,4416600,3974940.0,1,Agarivorans gilvus
2382853,2621138.3000000003,2105503,1894952.7,8,Aggregatibacter actinomycetemcomitans
2414427,2655869.7,2313035,2081731.5,2,Aggregatibacter aphrophilus
2005759,2206334.9000000004,2005759,1805183.1,1,Aggregatibacter segnis
4373124,4810436.4,4373124,3935811.6,1,Agromyces sp.
2745273,3019800.3000000003,2664102,2397691.8000000003,2,Akkermansia muciniphila
3120143,3432157.3000000003,3120143,2808128.7,1,Alcanivorax borkumensis
4928223,5421045.300000001,4928223,4435400.7,1,Alcanivorax dieselolei
4168427,4585269.7,4168427,3751584.3000000003,1,Alcanivorax pacificus
3800634,4180697.4000000004,3095417,2785875.3000000003,2,Alcanivorax sp.
3994770,4394247.0,3994770,3595293.0,1,Algibacter sp.
3800396,4180435.6000000006,3800396,3420356.4,1,Algiphilus aromaticivorans
4787724,5266496.4,4787724,4308951.600000001,1,Algoriphagus machipongonensis
4182541,4600795.100000001,4182541,3764286.9,1,Algoriphagus marincola
3882610,4270871.0,3882610,3494349.0,1,Algoriphagus sp.
4995263,5494789.300000001,4637013,4173311.7,2,Alicycliphilus denitrificans
3124048,3436452.8000000003,3018755,2716879.5,2,Alicyclobacillus acidocaldarius
4073483,4480831.300000001,4073483,3666134.7,1,Alicyclobacillus macrosporangiidus
3734239,4107662.9000000004,3734239,3360815.1,1,Alistipes finegoldii
3763317,4139648.7,3763317,3386985.3000000003,1,Alistipes shahii
3788833,4167716.3000000003,3788833,3409949.7,1,Alistipes sp.
4108720,4519592.0,4108720,3697848.0,1,Alkaliflexus imshenetskii
3275944,3603538.4000000004,3275944,2948349.6,1,Alkalilimnicola ehrlichii
4929566,5422522.600000001,4929566,4436609.4,1,Alkaliphilus metalliredigens
3123558,3435913.8000000003,3123558,2811202.2,1,Alkaliphilus oremlandii
7405112,7905112.0,7405112,6905112.0,1,Alloactinosynnema sp.
2052877,2258164.7,2052877,1847589.3,1,Allobaculum stercoricanis
3526903,3879593.3000000003,3526903,3174212.7,1,Allochromatium vinosum
3399954,3739949.4000000004,3399954,3059958.6,1,Altererythrobacter atlanticus
3009495,3310444.5000000005,3009495,2708545.5,1,Altererythrobacter dongtanensis
2786256,3064881.6,2786256,2507630.4,1,Altererythrobacter epoxidivorans
2673978,2941375.8000000003,2673978,2406580.2,1,Altererythrobacter ishigakiensis
2885033,3173536.3000000003,2885033,2596529.7,1,Altererythrobacter marensis
2591679,2850846.9000000004,2591679,2332511.1,1,Altererythrobacter namhicola
4662140,5128354.0,4662140,4195926.0,1,Alteromonadaceae bacterium
4649146,5114060.600000001,4649146,4184231.4,1,Alteromonas addita
4457472,4903219.2,4308833,3877949.7,2,Alteromonas australica
4653851,5119236.100000001,4321296,3889166.4,15,Alteromonas macleodii
4618068,5079874.800000001,4597489,4137740.1,2,Alteromonas mediterranea
4972148,5469362.800000001,4635666,4172099.4,4,Alteromonas sp.
4755740,5231314.0,4652019,4186817.1,4,Alteromonas stellipolaris
1980592,2178651.2,1980592,1782532.8,1,Aminobacterium colombiense
2630170,2893187.0000000005,2630170,2367153.0,1,Aminomonas paucivorans
2129237,2342160.7,2129237,1916313.3,1,Ammonifex degensii
2569486,2826434.6,2569486,2312537.4,1,Amphibacillus xylanus
9811274,10311274.0,9811274,9311274.0,1,Amycolatopsis alba
10858503,11358503.0,10858503,10358503.0,1,Amycolatopsis balhimycina
8704271,9204271.0,8704271,8204271.0,1,Amycolatopsis benzoatilytica
5551297,6051297.0,5551297,5051297.0,1,Amycolatopsis halophila
8961318,9461318.0,8961318,8461318.0,1,Amycolatopsis japonica
8987656,9487656.0,8987656,8487656.0,1,Amycolatopsis lurida
10246864,10746864.0,10236715,9736715.0,3,Amycolatopsis mediterranei
6804661,7304661.0,6804661,6304661.0,1,Amycolatopsis methanolica
9111009,9611009.0,9111009,8611009.0,1,Amycolatopsis nigrescens
8948591,9448591.0,8948591,8448591.0,1,Amycolatopsis orientalis
8677910,9177910.0,8677910,8177910.0,1,Amycolatopsis thermoflava
4738809,5212689.9,4738809,4264928.100000001,1,Amycolicicoccus subflavus
6395836,6895836.0,6395836,5895836.0,1,Anabaena cylindrica
5714552,6214552.0,5705437,5205437.0,2,Anabaena sp.
1883067,2071373.7000000002,1883067,1694760.3,1,Anaerococcus prevotii
1764657,1941122.7000000002,1764657,1588191.3,1,Anaerococcus sp.
1884085,2072493.5000000002,1884085,1695676.5,1,Anaerococcus vaginalis
3532378,3885615.8000000003,3532378,3179140.2,1,Anaerolinea thermophila
5029329,5529329.0,5013479,4513479.0,2,Anaeromyxobacter dehalogenans
5277990,5777990.0,5061632,4561632.0,2,Anaeromyxobacter sp.
1206806,1327486.6,1206806,1086125.4000000001,1,Anaplasma centrale
1202435,1322678.5,1196760,1077084.0,4,Anaplasma marginale
1497074,1646781.4000000001,1471282,1324153.8,7,Anaplasma phagocytophilum
5068106,5568106.0,5068106,4568106.0,1,Ancylobacter sp.
3664835,4031318.5000000005,3632243,3269018.7,2,Aneurinibacillus sp.
2846746,3131420.6,2658425,2392582.5,2,Anoxybacillus flavithermus
3819480,4201428.0,3814080,3432672.0,2,Anoxybacillus sp.
1551335,1706468.5000000002,1551335,1396201.5,1,Aquifex aeolicus
3492500,3841750.0000000005,3492500,3143250.0,1,Arachidicoccus sp.
1986154,2184769.4000000004,1986154,1787538.6,1,Arcanobacterium haemolyticum
12489432,12989432.0,12489432,11989432.0,1,Archangium gephyra
2341251,2575376.1,2253233,2027909.7,3,Arcobacter butzleri
3192235,3511458.5000000005,3192235,2873011.5,1,Arcobacter nitrofigilis
2945673,3240240.3000000003,2945673,2651105.7,1,Arcobacter sp.
1909306,2100236.6,1909306,1718375.4000000001,1,Arcobacter thereius
4296230,4725853.0,4296230,3866607.0,1,Aromatoleum aromaticum
3525271,3877798.1,3525271,3172743.9,1,Arsenicicoccus sp.
836724,920396.4,836724,753051.6,1,Arsenophonus symbiont
4322479,4754726.9,4046453,3641807.7,2,Arthrobacter alpinus
3911798,4302977.800000001,3859257,3473331.3000000003,2,Arthrobacter arilaitensis
4250414,4675455.4,4250414,3825372.6,1,Arthrobacter phenanthrenivorans
4972072,5469279.2,4253622,3828259.8000000003,7,Arthrobacter sp.
5043757,5543757.0,5043757,4543757.0,1,Arthrobacter sulfonivorans
6788435,7288435.0,6089210,5589210.0,3,Arthrospira platensis
3198265,3518091.5000000005,3198265,2878438.5,1,Asaia bogorensis
706569,777225.9,706569,635912.1,1,Aster yellows
1543805,1698185.5000000002,1543805,1389424.5,1,Atopobium parvulum
4451751,4896926.100000001,4451751,4006575.9,1,Azoarcus olearius
5257030,5757030.0,4376040,3938436.0,2,Azoarcus sp.
5369772,5869772.0,5369772,4869772.0,1,Azorhizobium caulinodans
3181617,3499778.7,3181617,2863455.3000000003,1,Azospirillum humicireducens
5366370,5866370.0,5323210,4823210.0,3,Azotobacter vinelandii
4770726,5247798.600000001,4770726,4293653.4,1,Bacillus acidicola
4071167,4478283.7,3889532,3500578.8000000003,23,Bacillus amyloliquefaciens
5230115,5730115.0,5225433,4725433.0,37,Bacillus anthracis
4175060,4592566.0,4064321,3657888.9,4,Bacillus atrophaeus
5295783,5795783.0,5295783,4795783.0,1,Bacillus bombysepticus
4681672,5149839.2,4681672,4213504.8,1,Bacillus cellulosilyticus
5799451,6299451.0,4987654,4488888.600000001,63,Bacillus cereus
4303871,4734258.100000001,4303871,3873483.9,1,Bacillus clausii
3694837,4064320.7,3073079,2765771.1,4,Bacillus coagulans
4087024,4495726.4,4087024,3678321.6,1,Bacillus cytotoxicus
5303701,5803701.0,5303701,4803701.0,1,Bacillus drentensis
4865574,5352131.4,4865574,4379016.600000001,1,Bacillus endophyticus
4607442,5068186.2,4607442,4146697.8000000003,1,Bacillus glycinifermentans
4584535,5042988.5,4584535,4126081.5,1,Bacillus gottheilii
4202352,4622587.2,4202352,3782116.8000000003,1,Bacillus halodurans
4249101,4674011.100000001,4249101,3824190.9,1,Bacillus horikoshii
4884713,5373184.300000001,4884713,4396241.7,1,Bacillus infantis
3993073,4392380.300000001,3993073,3593765.7,1,Bacillus lehensis
4286821,4715503.100000001,4222597,3800337.3000000003,3,Bacillus licheniformis
5244411,5744411.0,4983975,4485577.5,5,Bacillus megaterium
5806292,6306292.0,5806292,5306292.0,1,Bacillus mesonae
4105955,4516550.5,3854619,3469157.1,5,Bacillus methylotrophicus
5841497,6341497.0,5228024,4728024.0,5,Bacillus mycoides
4669777,5136754.7,4669777,4202799.3,1,Bacillus niameyensis
5667584,6167584.0,5667584,5167584.0,1,Bacillus novalis
4389210,4828131.0,4376305,3938674.5,3,Bacillus paralicheniformis
3858997,4244896.7,3858997,3473097.3000000003,1,Bacillus pseudofirmus
5782514,6282514.0,5782514,5282514.0,1,Bacillus pseudomycoides
3860091,4246100.100000001,3659360,3293424.0,13,Bacillus pumilus
5345500,5845500.0,5345500,4845500.0,1,Bacillus simplex
3368778,3705655.8000000003,3368778,3031900.2,1,Bacillus smithii
5282259,5782259.0,3422674,3080406.6,28,Bacillus sp.
4251652,4676817.2,3876276,3488648.4,47,Bacillus subtilis
6767421,7267421.0,5213295,4713295.0,30,Bacillus thuringiensis
4940474,5434521.4,4940474,4446426.600000001,1,Bacillus toyonensis
4009746,4410720.600000001,3814720,3433248.0,4,Bacillus velezensis
5608349,6108349.0,5608349,5108349.0,1,Bacillus weihenstephanensis
2657245,2922969.5000000005,2657245,2391520.5,1,Bacteroidales bacterium
2991798,3290977.8000000003,2991798,2692618.2,1,Bacteroides coprosuis
5729085,6229085.0,5243219,4743219.0,3,Bacteroides dorei
5373121,5873121.0,5188967,4688967.0,5,Bacteroides fragilis
3998906,4398796.600000001,3998906,3599015.4,1,Bacteroides helcogenes
4242803,4667083.300000001,4242803,3818522.7,1,Bacteroides salanitronis
4839918,5323909.800000001,4839918,4355926.2,1,Bacteroides sp.
6487685,6987685.0,6260361,5760361.0,2,Bacteroides thetaiotaomicron
4915651,5407216.100000001,4915651,4424085.9,1,Bacteroides uniformis
5165891,5665891.0,5163189,4663189.0,2,Bacteroides vulgatus
5976145,6476145.0,5976145,5476145.0,1,Bacteroides xylanisolvens
3236529,3560181.9000000004,3236529,2912876.1,1,Bacteroidetes bacterium
3076856,3384541.6,3076856,2769170.4,1,Barnesiella viscericola
1673902,1841292.2000000002,1673902,1506511.8,1,Bartonella alsatica
1596490,1756139.0000000002,1596490,1436841.0,1,Bartonella australis
1445021,1589523.1,1443404,1299063.6,2,Bartonella bacilliformis
1834009,2017409.9000000001,1834009,1650608.1,1,Bartonella birtlesii
1624667,1787133.7000000002,1624667,1462200.3,1,Bartonella bovis
1522743,1675017.3,1522743,1370468.7,1,Bartonella clarridgeiae
2341328,2575460.8000000003,2341328,2107195.2,1,Bartonella grahamii
1975503,2173053.3000000003,1905383,1714844.7,4,Bartonella henselae
1737518,1911269.8,1737518,1563766.2,1,Bartonella koehlerae
1483934,1632327.4000000001,1449999,1304999.1,6,Bartonella quintana
2254945,2480439.5,2251792,2026612.8,2,Bartonella tamiae
2619061,2880967.1,2609404,2348463.6,2,Bartonella tribocorum
1802699,1982968.9000000001,1802699,1622429.1,1,Bartonella vinsonii
1959069,2154975.9000000004,1959069,1763162.1,1,Basilea psittacipulmonis
686194,754813.4,686194,617574.6,1,Baumannia cicadellinicola
3988594,4387453.4,3006992,2706292.8000000003,5,Bdellovibrio bacteriovorus
2657893,2923682.3000000003,2657893,2392103.7,1,Bdellovibrio exovorus
4244785,4669263.5,4244785,3820306.5,1,Beggiatoa alba
4265296,4691825.600000001,4265296,3838766.4,1,Beggiatoa leptomitiformis
4170153,4587168.300000001,4170153,3753137.7,1,Beijerinckia indica
4196595,4616254.5,4196595,3776935.5,1,Belliella baltica
2280027,2508029.7,2280027,2052024.3,1,Bergeyella zoohelcum
915059,1006564.9,915059,823553.1,1,Berkelbacteria bacterium
4919337,5411270.7,4919337,4427403.3,1,Bernardetia litoralis
3387087,3725795.7,3387087,3048378.3000000003,1,Betaproteobacteria bacterium
4669183,5136101.300000001,4669183,4202264.7,1,Beutenbergia cavernae
2454127,2699539.7,2340975,2106877.5,4,Bibersteinia trehalosi
2203222,2423544.2,2089645,1880680.5,3,Bifidobacterium adolescentis
1946899,2141588.9000000004,1929725,1736752.5,15,Bifidobacterium animalis
2197289,2417017.9000000004,1958815,1762933.5,3,Bifidobacterium asteroides
2223664,2446030.4000000004,2186882,1968193.8,4,Bifidobacterium bifidum
2422684,2664952.4000000004,2244624,2020161.6,9,Bifidobacterium breve
1755151,1930666.1,1590186,1431167.4000000001,2,Bifidobacterium coryneforme
2636367,2900003.7,2431709,2188538.1,3,Bifidobacterium dentium
1734546,1908000.6,1734546,1561091.4000000001,1,Bifidobacterium indicum
2370978,2608075.8000000003,2370978,2133880.2,1,Bifidobacterium kashiwanohense
2578115,2835926.5,2256640,2030976.0,17,Bifidobacterium longum
2032698,2235967.8000000003,2032698,1829428.2,1,Bifidobacterium pseudolongum
2291643,2520807.3000000003,2291643,2062478.7,1,Bifidobacterium thermophilum
3861362,4247498.2,3723225,3350902.5,3,Blastochloris viridis
4875340,5362874.0,4875340,4387806.0,1,Blastococcus saxobsidens
636994,700693.4,622952,560656.8,6,Blattabacterium sp.
3757491,4133240.1000000006,3757491,3381741.9,1,Blautia obeum
5128792,5628792.0,3512494,3161244.6,2,Blautia sp.
773940,851334.0000000001,749321,674388.9,2,Blochmannia endosymbiont
3732255,4105480.5000000005,3732255,3359029.5,1,Bordetella avium
5966919,6466919.0,5878756,5378756.0,2,Bordetella bronchialis
5339179,5839179.0,5077489,4577489.0,10,Bordetella bronchiseptica
5835727,6335727.0,5835727,5335727.0,1,Bordetella flabilis
4912977,5404274.7,4859884,4373895.600000001,2,Bordetella hinzii
3699674,4069641.4000000004,3494039,3144635.1,4,Bordetella holmesii
4887379,5376116.9,4773551,4296195.9,4,Bordetella parapertussis
4116920,4528612.0,4096713,3687041.7,52,Bordetella pertussis
5287950,5787950.0,5287950,4787950.0,1,Bordetella petrii
4490371,4939408.100000001,4490371,4041333.9,1,Bordetella pseudohinzii
6989698,7489698.0,4078617,3670755.3000000003,3,Bordetella sp.
4480141,4928155.100000001,4480141,4032126.9,1,Bordetella trematum
905861,996447.1000000001,905471,814923.9,2,Borrelia afzelii
910736,1001809.6000000001,910736,819662.4,1,Borrelia burgdorferi
900694,990763.4,900694,810624.6,1,Borrelia chilensis
905534,996087.4,902487,812238.3,4,Borrelia garinii
922280,1014508.0000000001,922280,830052.0,1,Borrelia hermsii
907293,998022.3,907293,816563.7000000001,2,Borrelia miyamotoi
917330,1009063.0000000001,917330,825597.0,1,Borrelia turicatae
912160,1003376.0000000001,912160,820944.0,1,Borrelia valaisiana
5503156,6003156.0,5503156,5003156.0,1,Bosea sp.
3614992,3976491.2,3614992,3253492.8000000003,1,Brachybacterium faecium
3055820,3361402.0000000005,3000694,2700624.6,2,Brachyspira hyodysenteriae
3304788,3635266.8000000003,3304788,2974309.2,1,Brachyspira intermedia
3241804,3565984.4000000004,3241804,2917623.6,1,Brachyspira murdochii
2889522,3178474.2,2555556,2300000.4,4,Brachyspira pilosicoli
4336393,4770032.300000001,4336393,3902753.7,1,Bradyrhizobiaceae bacterium
9780023,10280023.0,9105828,8605828.0,2,Bradyrhizobium diazoefficiens
9116505,9616505.0,9116505,8616505.0,1,Bradyrhizobium elkanii
9823581,10323581.0,9823581,9323581.0,1,Bradyrhizobium genosp.
8322773,8822773.0,8322773,7822773.0,1,Bradyrhizobium icense
9583027,10083027.0,9207384,8707384.0,3,Bradyrhizobium japonicum
8264165,8764165.0,8264165,7764165.0,1,Bradyrhizobium oligotrophicum
8048963,8548963.0,7231841,6731841.0,7,Bradyrhizobium sp.
5350059,5850059.0,5350059,4850059.0,1,Brenneria goodwinii
4943773,5438150.300000001,4943773,4449395.7,1,Brenneria sp.
6296436,6796436.0,6158809,5658809.0,2,Brevibacillus brevis
5114147,5614147.0,5114147,4614147.0,1,Brevibacillus laterosporus
3862244,4248468.4,3862244,3476019.6,1,Brevibacterium epidermidis
3635929,3999521.9000000004,3263775,2937397.5,3,Brevundimonas sp.
3445263,3789789.3000000003,3445263,3100736.7,1,Brevundimonas subvibrioides
3317431,3649174.1,3317431,2985687.9,1,Brucella suis
643517,707868.7000000001,640681,576612.9,14,Buchnera aphidicola
6419376,6919376.0,6419376,5919376.0,1,Burkholderia cepacia
5869855,6369855.0,5869855,5369855.0,1,Burkholderia mallei
7355405,7855405.0,7204939,6704939.0,4,Burkholderia pseudomallei
5600627,6100627.0,2923068,2630761.2,3,Burkholderiales bacterium
3164379,3480816.9000000004,3164379,2847941.1,1,Butyrivibrio fibrisolvens
3464030,3810433.0000000005,3464030,3117627.0,1,Butyrivibrio sp.
2689445,2958389.5000000005,2689445,2420500.5,1,Caldanaerobacter subterraneus
2919718,3211689.8000000003,2919718,2627746.2,1,Caldicellulosiruptor bescii
2770676,3047743.6,2770676,2493608.4,1,Caldicellulosiruptor hydrothermalis
2786473,3065120.3000000003,2786473,2507825.7,1,Caldicellulosiruptor kristjanssonii
2843785,3128163.5000000005,2843785,2559406.5,1,Caldicellulosiruptor kronotskyensis
2674809,2942289.9000000004,2674809,2407328.1,1,Caldicellulosiruptor lactoaceticus
2532343,2785577.3000000003,2532343,2279108.7,1,Caldicellulosiruptor obsidiansis
2428903,2671793.3000000003,2428903,2186012.7,1,Caldicellulosiruptor owensensis
2970275,3267302.5000000005,2970275,2673247.5,1,Caldicellulosiruptor saccharolyticus
2834482,3117930.2,2834482,2551033.8000000003,1,Caldicellulosiruptor sp.
5144873,5644873.0,5144873,4644873.0,1,Caldilinea aerophila
1558103,1713913.3,1558103,1402292.7,1,Caldisericum exile
2157835,2373618.5,2157835,1942051.5,1,Calditerrivibrio nitroreducens
4955439,5450982.9,4955439,4459895.100000001,1,Caldithrix abyssi
7023215,7523215.0,6283267,5783267.0,3,Calothrix sp.
1720506,1892556.6,1658607,1492746.3,9,Campylobacter coli
2052007,2257207.7,1840041,1656036.9000000001,2,Campylobacter concisus
1971264,2168390.4000000004,1971264,1774137.6,1,Campylobacter curvus
1935028,2128530.8000000003,1773615,1596253.5,10,Campylobacter fetus
2281652,2509817.2,2281652,2053486.8,1,Campylobacter gracilis
1711273,1882400.3,1711273,1540145.7,1,Campylobacter hominis
1753385,1928723.5000000002,1753277,1577949.3,2,Campylobacter hyointestinalis
1809624,1990586.4000000001,1544095,1389685.5,3,Campylobacter iguaniorum
1465081,1611589.1,1465081,1318572.9000000001,1,Campylobacter insulaenigrae
1675989,1843587.9000000001,1612378,1451140.2,79,Campylobacter jejuni
1565009,1721509.9000000001,1502102,1351891.8,6,Campylobacter lari
1711369,1882505.9000000001,1711369,1540232.1,1,Campylobacter peloridis
1557536,1713289.6,1557536,1401782.4000000001,1,Campylobacter sp.
1852995,2038294.5000000002,1782536,1604282.4000000001,2,Campylobacter subantarcticus
1641887,1806075.7000000002,1641887,1477698.3,1,Campylobacter ureolyticus
1517949,1669743.9000000001,1517949,1366154.1,1,Campylobacter volucris
5058518,5558518.0,5058518,4558518.0,1,Candidatus Accumulibacter
1884364,2072800.4000000001,1884364,1695927.6,1,Candidatus Amoebophilus
1654902,1820392.2000000002,1515556,1364000.4000000001,4,Candidatus Arthromitus
1443806,1588186.6,1443806,1299425.4000000001,1,Candidatus Atelocyanobacterium
1114206,1225626.6,1114206,1002785.4,1,Candidatus Azobacteroides
1118422,1230264.2000000002,1118422,1006579.8,1,Candidatus Babela
1467695,1614464.5000000002,1467695,1320925.5,1,Candidatus Bartonella
759425,835367.5000000001,632672,569404.8,2,Candidatus Baumannia
791654,870819.4,705557,635001.3,4,Candidatus Blochmannia
4034580,4438038.0,4034580,3631122.0,1,Candidatus Brocadia
166163,182779.30000000002,157543,141788.7,6,Candidatus Carsonella
2246820,2471502.0,2246820,2022138.0,1,Candidatus Cloacimonas
2349476,2584423.6,2349476,2114528.4,1,Candidatus Desulforudis
1518636,1670499.6,1481191,1333071.9000000001,2,Candidatus Endolissoclinum
1588979,1747876.9000000001,1588979,1430081.1,1,Candidatus Endomicrobium
357498,393247.80000000005,357498,321748.2,1,Candidatus Evansia
2110331,2321364.1,2110331,1899297.9000000001,1,Candidatus Hamiltonella
657101,722811.1000000001,614035,552631.5,2,Candidatus Hepatoplasma
150297,165326.7,133698,120328.2,4,Candidatus Hodgkinia
745590,820149.0000000001,745590,671031.0,1,Candidatus Ishikawaella
822140,904354.0000000001,820029,738026.1,5,Candidatus Kinetoplastibacterium
5650368,6150368.0,5650368,5150368.0,1,Candidatus Koribacter
1268237,1395060.7000000002,1190853,1071767.7,8,Candidatus Liberibacter
2752854,3028139.4000000004,2752854,2477568.6,1,Candidatus Methylomirabilis
1754988,1930486.8,1356428,1220785.2,2,Candidatus Methylopumilus
4211496,4632645.600000001,4211496,3790346.4,1,Candidatus Microthrix
1183732,1302105.2000000002,1183732,1065358.8,1,Candidatus Midichloria
538294,592123.4,538203,484382.7,2,Candidatus Moranella
756845,832529.5000000001,513880,462492.0,3,Candidatus Mycoplasma
112091,123300.1,112031,100827.90000000001,2,Candidatus Nasuia
1268660,1395526.0,1268660,1141794.0,1,Candidatus Neoehrlichia
4317083,4748791.300000001,4317083,3885374.7,1,Candidatus Nitrospira
1151074,1266181.4000000001,1150626,1035563.4,2,Candidatus Pantoea
2470036,2717039.6,2470036,2223032.4,1,Candidatus Paracaedibacter
1456888,1602576.8,1274624,1147161.6,9,Candidatus Pelagibacter
3415905,3757495.5000000005,3415905,3074314.5,1,Candidatus Phaeomarinobacter
